Desc	FAMILY	Bbub	Chir	Hbin	Hbta	Hsap	Sscr
(null)	PTHR21290	3	3	3	3	3	3
(null)	PTHR21292	6	7	8	6	5	5
(null)	PTHR21294	1	1	1	1	1	1
(null)	PTHR21297	1	1	1	1	1	1
(null)	PTHR21304	1	1	1	1	1	2
(null)	PTHR21308	1	1	2	1	1	1
(null)	PTHR21311	1	1	1	1	1	1
(null)	PTHR21312	4	4	4	4	3	2
(null)	PTHR21314	1	1	1	1	1	1
(null)	PTHR21315	1	1	1	1	1	1
(null)	PTHR21319	1	1	1	1	1	1
(null)	PTHR21320	2	2	2	2	2	2
(null)	PTHR21321	2	2	2	2	2	2
(null)	PTHR21324	5	5	5	5	5	5
(null)	PTHR21325	1	1	1	1	1	1
(null)	PTHR21328	3	3	3	3	3	3
(null)	PTHR21329	1	1	1	1	1	1
(null)	PTHR21330	1	1	1	1	1	1
(null)	PTHR21331	1	1	1	1	1	1
(null)	PTHR21338	1	1	1	1	1	1
(null)	PTHR21339	1	1	1	1	1	1
(null)	PTHR21340	1	1	1	1	1	1
(null)	PTHR21341	0	1	1	1	0	0
(null)	PTHR21344	1	1	1	1	1	1
(null)	PTHR21345	2	2	2	2	2	2
(null)	PTHR21346	3	6	3	3	2	2
(null)	PTHR21347	2	2	2	2	2	2
(null)	PTHR21348	1	1	1	1	1	1
(null)	PTHR21349	1	1	1	1	1	0
(null)	PTHR21351	1	1	1	1	1	1
(null)	PTHR21353	2	2	2	2	2	2
(null)	PTHR21354	1	1	1	1	1	1
(null)	PTHR21355	1	1	1	1	1	1
(null)	PTHR21356	1	1	1	1	1	1
(null)	PTHR21357	1	1	1	1	1	1
(null)	PTHR21358	1	1	1	1	1	1
(null)	PTHR21359	1	1	1	1	1	1
(null)	PTHR21362	1	1	1	1	1	1
(null)	PTHR21366	1	1	1	1	1	1
(null)	PTHR21367	1	1	1	1	1	1
(null)	PTHR21368	1	1	1	1	1	1
(null)	PTHR21373	1	1	1	1	1	1
(null)	PTHR21377	2	2	2	2	2	2
(null)	PTHR21382	1	1	1	1	1	1
(null)	PTHR21386	1	1	1	1	1	1
(null)	PTHR21388	0	0	0	0	1	1
(null)	PTHR21389	1	3	1	1	1	1
(null)	PTHR21392	1	1	1	1	1	1
(null)	PTHR21393	1	1	1	1	1	1
(null)	PTHR21394	1	1	1	1	1	1
(null)	PTHR21396	1	1	1	1	1	1
(null)	PTHR21397	2	2	2	2	2	2
(null)	PTHR21399	2	1	1	1	1	1
(null)	PTHR21402	3	3	3	3	3	3
(null)	PTHR21404	1	1	1	1	1	1
(null)	PTHR21405	1	1	1	1	1	1
(null)	PTHR21408	1	1	1	1	1	1
(null)	PTHR21409	1	1	1	1	1	1
(null)	PTHR21415	1	1	1	1	1	1
(null)	PTHR21419	2	2	2	2	2	2
(null)	PTHR21420	1	1	1	1	1	1
(null)	PTHR21422	1	1	1	1	1	1
(null)	PTHR21425	1	2	1	1	1	1
(null)	PTHR21426	1	1	1	1	1	1
(null)	PTHR21427	1	1	1	1	1	1
(null)	PTHR21431	1	1	1	1	1	1
(null)	PTHR21433	2	2	2	2	2	2
(null)	PTHR21435	1	1	1	1	1	1
(null)	PTHR21436	1	1	1	1	1	1
(null)	PTHR21437	1	1	1	1	1	1
(null)	PTHR21439	1	1	1	1	1	1
(null)	PTHR21442	1	1	1	1	1	1
(null)	PTHR21443	1	1	1	1	1	1
(null)	PTHR21444	2	2	2	2	2	2
(null)	PTHR21446	1	1	1	1	1	1
(null)	PTHR21448	1	1	1	1	1	1
(null)	PTHR21451	1	1	1	1	1	1
(null)	PTHR21452	1	1	1	1	1	1
(null)	PTHR21454	1	1	1	1	2	2
(null)	PTHR21456	2	2	2	2	2	1
(null)	PTHR21462	2	2	2	2	2	2
(null)	PTHR21463	1	1	1	1	1	1
(null)	PTHR21467	1	1	1	1	1	1
(null)	PTHR21468	1	1	1	1	1	1
(null)	PTHR21469	1	1	1	0	1	1
(null)	PTHR21470	1	1	1	1	1	1
(null)	PTHR21472	1	1	1	1	1	1
(null)	PTHR21477	1	1	1	1	1	1
(null)	PTHR21481	1	1	1	1	1	1
(null)	PTHR21483	1	1	1	1	1	1
(null)	PTHR21485	1	1	1	1	1	1
(null)	PTHR21490	2	2	2	2	2	2
(null)	PTHR21493	2	2	2	2	2	2
(null)	PTHR21494	1	1	1	1	1	1
(null)	PTHR21496	1	1	1	1	1	1
(null)	PTHR21497	3	3	3	3	3	3
(null)	PTHR21500	1	1	1	1	1	1
(null)	PTHR21501	3	3	3	3	3	3
(null)	PTHR21502	5	5	5	5	5	5
(null)	PTHR21506	1	1	1	1	1	1
(null)	PTHR21508	2	2	2	2	2	3
(null)	PTHR21510	2	2	2	2	2	2
(null)	PTHR21512	1	1	1	1	1	1
(null)	PTHR21514	1	1	1	1	1	1
(null)	PTHR21517	2	1	1	1	1	0
(null)	PTHR21519	1	1	1	1	1	1
(null)	PTHR21520	0	0	0	1	1	1
(null)	PTHR21521	1	1	1	1	0	1
(null)	PTHR21522	3	3	3	3	3	3
(null)	PTHR21527	1	1	1	1	1	1
(null)	PTHR21528	1	1	1	1	1	1
(null)	PTHR21529	1	1	1	1	1	1
(null)	PTHR21530	1	1	1	1	1	1
(null)	PTHR21531	1	1	1	1	1	1
(null)	PTHR21532	1	1	1	1	1	1
(null)	PTHR21533	4	5	4	4	4	4
(null)	PTHR21534	1	1	1	1	1	2
(null)	PTHR21538	3	3	3	3	3	3
(null)	PTHR21539	1	1	1	1	1	1
(null)	PTHR21540	1	1	1	1	1	1
(null)	PTHR21541	1	1	1	1	1	1
(null)	PTHR21545	2	2	2	2	2	2
(null)	PTHR21547	1	1	1	1	1	1
(null)	PTHR21549	2	2	2	2	2	2
(null)	PTHR21551	2	2	2	2	2	1
(null)	PTHR21552	1	1	1	1	1	1
(null)	PTHR21553	4	4	4	4	4	4
(null)	PTHR21555	1	1	1	1	1	1
(null)	PTHR21556	1	1	1	1	1	1
(null)	PTHR21557	1	1	1	1	1	1
(null)	PTHR21559	1	1	1	1	1	1
(null)	PTHR21560	1	1	1	2	1	1
(null)	PTHR21561	1	1	1	1	1	1
(null)	PTHR21562	1	1	1	1	1	1
(null)	PTHR21563	1	1	2	1	1	1
(null)	PTHR21564	2	2	2	2	2	2
(null)	PTHR21567	4	4	4	4	4	4
(null)	PTHR21568	1	1	1	1	1	1
(null)	PTHR21569	2	2	2	2	2	2
(null)	PTHR21573	1	1	1	1	1	0
(null)	PTHR21574	1	1	1	1	1	1
(null)	PTHR21575	1	1	1	1	1	1
(null)	PTHR21576	1	1	1	1	1	1
(null)	PTHR21577	2	2	2	2	2	2
(null)	PTHR21580	7	7	7	7	7	7
(null)	PTHR21581	1	1	1	1	1	1
(null)	PTHR21583	1	1	1	1	1	1
(null)	PTHR21584	2	2	2	2	2	2
(null)	PTHR21585	1	1	1	1	1	1
(null)	PTHR21588	1	1	1	1	1	1
(null)	PTHR21590	2	2	2	2	2	2
(null)	PTHR21595	3	3	3	3	3	3
(null)	PTHR21597	2	2	2	2	1	1
(null)	PTHR21600	4	4	4	4	4	4
(null)	PTHR21603	2	2	2	2	2	2
(null)	PTHR21604	1	1	1	1	1	1
(null)	PTHR21610	1	1	1	1	1	2
(null)	PTHR21614	1	1	1	1	1	1
(null)	PTHR21615	1	1	1	1	1	1
(null)	PTHR21616	1	1	1	1	1	1
(null)	PTHR21621	2	2	2	2	2	2
(null)	PTHR21622	1	1	1	1	1	1
(null)	PTHR21623	1	1	1	1	1	2
(null)	PTHR21624	1	1	1	1	1	1
(null)	PTHR21625	2	2	2	2	2	2
(null)	PTHR21630	1	1	1	1	1	1
(null)	PTHR21632	1	1	1	1	1	1
(null)	PTHR21633	4	5	4	4	5	5
(null)	PTHR21634	2	2	2	2	2	2
(null)	PTHR21635	1	1	1	1	1	1
(null)	PTHR21636	1	2	1	1	1	1
(null)	PTHR21637	2	2	2	2	2	2
(null)	PTHR21639	1	1	1	1	1	1
(null)	PTHR21640	1	1	1	1	1	1
(null)	PTHR21641	1	1	1	1	1	1
(null)	PTHR21642	2	2	2	2	2	2
(null)	PTHR21646	22	23	23	22	22	23
(null)	PTHR21648	1	1	1	1	1	1
(null)	PTHR21650	2	2	2	2	2	2
(null)	PTHR21656	1	1	1	1	1	1
(null)	PTHR21660	1	1	1	1	1	1
(null)	PTHR21661	1	1	1	1	1	1
(null)	PTHR21663	2	2	2	2	2	2
(null)	PTHR21664	1	1	1	1	1	1
(null)	PTHR21665	1	1	1	1	1	1
(null)	PTHR21668	1	1	1	1	2	1
(null)	PTHR21669	4	4	4	4	5	4
(null)	PTHR21676	1	1	1	1	1	1
(null)	PTHR21677	1	1	1	1	1	1
(null)	PTHR21678	2	2	2	2	2	3
(null)	PTHR21680	1	1	1	1	1	1
(null)	PTHR21681	1	2	1	1	1	1
(null)	PTHR21682	1	1	1	1	1	1
(null)	PTHR21683	4	4	4	4	4	4
(null)	PTHR21685	2	2	2	2	3	2
(null)	PTHR21686	1	1	1	1	1	1
(null)	PTHR21687	1	1	1	1	1	1
(null)	PTHR21689	1	1	1	1	1	1
(null)	PTHR21694	2	2	2	2	2	2
(null)	PTHR21695	1	1	1	1	1	1
(null)	PTHR21696	1	1	1	1	1	1
(null)	PTHR21704	1	1	1	1	1	1
(null)	PTHR21705	4	4	4	4	4	4
(null)	PTHR21706	1	1	1	1	1	1
(null)	PTHR21707	1	1	1	1	1	1
(null)	PTHR21711	1	1	1	1	1	1
(null)	PTHR21713	3	2	2	2	3	2
(null)	PTHR21716	1	1	1	1	1	1
(null)	PTHR21723	1	1	1	1	1	1
(null)	PTHR21725	1	1	1	1	1	1
(null)	PTHR21727	1	1	1	1	1	1
(null)	PTHR21731	2	2	1	2	2	2
(null)	PTHR21732	2	1	1	1	1	1
(null)	PTHR21734	1	1	1	1	1	1
(null)	PTHR21737	3	3	3	3	3	3
(null)	PTHR21738	0	2	1	1	1	1
(null)	PTHR21740	2	2	2	2	2	2
(null)	PTHR21765	1	1	1	1	1	1
(null)	PTHR21771	1	1	1	1	1	1
(null)	PTHR21777	1	1	1	1	1	1
(null)	PTHR21780	1	1	1	1	1	1
(null)	PTHR21812	1	1	1	1	1	1
(null)	PTHR21818	1	1	1	1	1	1
(null)	PTHR21824	1	1	1	1	1	1
(null)	PTHR21831	1	1	1	1	1	1
(null)	PTHR21838	1	1	1	1	1	1
(null)	PTHR21844	1	1	1	1	1	1
(null)	PTHR21845	1	1	1	1	1	0
(null)	PTHR21856	2	1	2	2	1	2
(null)	PTHR21859	4	5	4	4	14	4
(null)	PTHR21860	1	1	1	1	1	1
(null)	PTHR21963	1	1	1	1	1	1
(null)	PTHR21964	3	3	4	4	3	3
(null)	PTHR22012	1	1	1	1	1	1
(null)	PTHR22014	1	1	1	1	1	1
(null)	PTHR22017	1	1	1	1	1	1
(null)	PTHR22028	2	2	2	2	2	2
(null)	PTHR22035	1	1	1	1	1	1
(null)	PTHR22042	2	2	2	2	2	2
(null)	PTHR22045	1	1	1	1	1	1
(null)	PTHR22050	2	2	2	2	2	2
(null)	PTHR22055	1	1	1	1	1	1
(null)	PTHR22069	1	1	1	2	1	1
(null)	PTHR22089	1	1	1	1	1	1
(null)	PTHR22091	1	1	1	1	1	1
(null)	PTHR22093	1	1	1	1	1	1
(null)	PTHR22094	1	1	1	1	1	1
(null)	PTHR22100	1	1	1	1	1	1
(null)	PTHR22106	1	1	1	1	1	1
(null)	PTHR22115	1	1	1	1	1	1
(null)	PTHR22118	1	1	1	1	1	0
(null)	PTHR22142	1	1	1	1	1	1
(null)	PTHR22145	2	2	2	2	2	1
(null)	PTHR22146	1	1	1	1	1	1
(null)	PTHR22166	1	1	1	1	1	1
(null)	PTHR22168	1	1	1	1	1	1
(null)	PTHR22175	1	1	1	1	1	1
(null)	PTHR22192	2	2	2	2	2	2
(null)	PTHR22227	2	2	2	2	3	2
(null)	PTHR22234	1	1	1	1	1	1
(null)	PTHR22235	1	1	1	0	1	1
(null)	PTHR22237	3	4	3	3	3	3
(null)	PTHR22245	0	0	0	0	5	0
(null)	PTHR22306	1	1	1	1	1	1
(null)	PTHR22367	1	1	1	1	1	1
(null)	PTHR22382	1	1	1	1	1	1
(null)	PTHR22397	1	1	1	1	1	1
(null)	PTHR22406	2	2	2	2	2	2
(null)	PTHR22409	1	1	1	1	1	1
(null)	PTHR22414	1	1	1	1	1	1
(null)	PTHR22419	1	1	1	1	1	1
(null)	PTHR22420	2	2	2	2	2	2
(null)	PTHR22422	3	3	3	3	2	3
(null)	PTHR22426	2	2	2	2	2	2
(null)	PTHR22427	2	2	2	2	2	2
(null)	PTHR22435	1	1	1	1	1	1
(null)	PTHR22437	2	2	2	2	2	2
(null)	PTHR22442	2	2	2	2	2	2
(null)	PTHR22443	2	2	2	2	2	2
(null)	PTHR22444	1	1	1	1	1	1
(null)	PTHR22446	1	1	1	1	1	1
(null)	PTHR22455	1	1	1	1	1	1
(null)	PTHR22461	2	2	2	2	2	2
(null)	PTHR22467	1	0	1	1	2	3
(null)	PTHR22504	1	1	1	1	1	1
(null)	PTHR22526	1	1	2	2	1	1
(null)	PTHR22527	1	1	1	1	1	1
(null)	PTHR22529	1	1	1	1	1	1
(null)	PTHR22536	1	1	1	1	1	1
(null)	PTHR22538	1	1	1	1	1	1
(null)	PTHR22545	1	1	1	1	1	1
(null)	PTHR22546	1	1	1	1	1	1
(null)	PTHR22550	0	0	0	0	1	1
(null)	PTHR22572	2	2	2	2	2	2
(null)	PTHR22573	2	2	2	2	2	2
(null)	PTHR22574	8	8	8	8	8	9
(null)	PTHR22576	1	1	1	1	1	1
(null)	PTHR22588	2	2	3	2	2	2
(null)	PTHR22589	7	7	7	7	7	7
(null)	PTHR22590	3	3	4	4	3	3
(null)	PTHR22591	2	2	2	2	2	2
(null)	PTHR22593	1	1	1	1	1	1
(null)	PTHR22594	3	3	3	3	3	3
(null)	PTHR22597	1	1	1	1	1	1
(null)	PTHR22599	7	7	7	6	8	6
(null)	PTHR22600	3	4	3	3	2	2
(null)	PTHR22602	1	1	1	1	1	1
(null)	PTHR22603	4	4	4	4	4	4
(null)	PTHR22604	1	1	1	1	1	1
(null)	PTHR22605	3	1	2	2	1	0
(null)	PTHR22607	2	2	2	2	2	2
(null)	PTHR22611	2	2	2	2	2	2
(null)	PTHR22618	2	1	1	1	1	0
(null)	PTHR22619	4	4	4	5	4	4
(null)	PTHR22621	3	3	4	3	3	3
(null)	PTHR22624	4	4	4	4	4	4
(null)	PTHR22625	9	12	9	8	9	9
(null)	PTHR22629	1	1	1	1	1	1
(null)	PTHR22633	2	2	2	2	2	2
(null)	PTHR22635	1	1	1	1	1	1
(null)	PTHR22639	1	1	1	1	1	1
(null)	PTHR22640	1	1	1	1	1	1
(null)	PTHR22647	2	2	2	2	2	2
(null)	PTHR22650	2	2	2	1	2	2
(null)	PTHR22652	1	1	1	1	1	1
(null)	PTHR22654	1	1	1	1	1	1
(null)	PTHR22656	1	1	1	1	1	1
(null)	PTHR22662	1	1	1	1	1	1
(null)	PTHR22663	2	1	2	2	2	1
(null)	PTHR22666	1	1	1	1	1	1
(null)	PTHR22677	1	1	1	1	1	1
(null)	PTHR22684	1	1	1	1	1	1
(null)	PTHR22691	2	2	2	2	2	2
(null)	PTHR22692	1	1	1	0	1	1
(null)	PTHR22696	1	1	1	1	1	1
(null)	PTHR22698	1	1	1	1	1	1
(null)	PTHR22699	1	1	1	1	1	1
(null)	PTHR22702	1	1	1	1	1	1
(null)	PTHR22704	1	1	1	1	1	1
(null)	PTHR22705	1	1	1	1	1	1
(null)	PTHR22706	1	1	1	1	1	1
(null)	PTHR22708	1	1	1	1	1	1
(null)	PTHR22710	1	1	1	1	1	1
(null)	PTHR22715	1	1	1	1	1	1
(null)	PTHR22722	3	3	3	4	3	3
(null)	PTHR22726	1	1	1	1	1	1
(null)	PTHR22727	2	2	2	2	2	2
(null)	PTHR22730	2	2	2	2	2	2
(null)	PTHR22731	1	1	1	1	1	1
(null)	PTHR22734	2	2	2	2	2	2
(null)	PTHR22736	1	1	1	1	1	1
(null)	PTHR22738	6	6	6	5	6	6
(null)	PTHR22739	1	1	1	1	1	1
(null)	PTHR22740	1	1	1	1	1	1
(null)	PTHR22741	2	2	2	2	2	2
(null)	PTHR22745	1	1	4	2	1	1
(null)	PTHR22746	1	1	1	1	1	1
(null)	PTHR22747	3	4	4	4	3	3
(null)	PTHR22748	2	2	2	2	2	2
(null)	PTHR22749	1	1	1	1	1	1
(null)	PTHR22750	18	18	19	19	19	20
(null)	PTHR22752	5	5	5	5	5	4
(null)	PTHR22753	1	1	1	1	1	1
(null)	PTHR22754	3	3	3	3	3	3
(null)	PTHR22760	4	5	4	4	4	4
(null)	PTHR22761	6	7	6	6	6	6
(null)	PTHR22762	5	6	6	6	6	6
(null)	PTHR22763	4	4	4	4	4	4
(null)	PTHR22765	11	11	10	11	11	11
(null)	PTHR22767	3	3	3	3	3	3
(null)	PTHR22768	1	1	1	1	1	1
(null)	PTHR22769	1	1	1	1	1	1
(null)	PTHR22770	3	3	3	3	3	3
(null)	PTHR22771	2	2	2	2	2	4
(null)	PTHR22772	1	1	1	1	1	1
(null)	PTHR22774	2	2	2	2	2	2
(null)	PTHR22775	4	4	4	4	4	4
(null)	PTHR22776	16	15	15	15	16	14
(null)	PTHR22779	2	2	1	2	2	1
(null)	PTHR22780	5	5	5	5	5	5
(null)	PTHR22781	1	1	1	1	1	1
(null)	PTHR22791	4	4	4	4	4	3
(null)	PTHR22792	7	7	7	7	7	7
(null)	PTHR22793	3	3	3	3	3	3
(null)	PTHR22794	1	1	1	1	1	1
(null)	PTHR22796	1	1	0	1	2	1
(null)	PTHR22797	2	2	2	2	2	1
(null)	PTHR22798	2	2	2	2	1	1
(null)	PTHR22799	3	3	3	3	3	3
(null)	PTHR22800	10	7	12	12	5	2
(null)	PTHR22802	14	13	14	13	15	15
(null)	PTHR22803	8	7	7	8	11	10
(null)	PTHR22804	8	8	8	8	8	8
(null)	PTHR22805	1	1	1	1	1	1
(null)	PTHR22806	1	1	1	1	1	1
(null)	PTHR22807	3	3	3	4	3	4
(null)	PTHR22808	3	3	3	3	3	3
(null)	PTHR22809	3	3	3	3	4	3
(null)	PTHR22810	1	1	1	1	1	1
(null)	PTHR22811	10	10	10	10	11	10
(null)	PTHR22812	3	3	4	4	3	3
(null)	PTHR22826	6	6	6	7	6	6
(null)	PTHR22829	4	4	4	4	4	4
(null)	PTHR22834	3	3	3	4	3	3
(null)	PTHR22836	1	1	1	1	1	1
(null)	PTHR22838	2	2	2	2	2	2
(null)	PTHR22839	1	1	1	1	1	1
(null)	PTHR22840	1	1	1	2	1	1
(null)	PTHR22842	1	1	1	1	1	1
(null)	PTHR22845	1	1	1	1	1	1
(null)	PTHR22846	2	2	2	2	3	3
(null)	PTHR22847	3	3	3	3	3	3
(null)	PTHR22848	1	1	1	1	1	1
(null)	PTHR22850	2	2	2	2	2	2
(null)	PTHR22851	1	1	1	1	1	1
(null)	PTHR22852	1	1	1	1	1	1
(null)	PTHR22855	1	1	1	1	1	1
(null)	PTHR22870	4	4	4	4	4	4
(null)	PTHR22872	1	1	1	1	1	1
(null)	PTHR22874	1	1	1	1	1	1
(null)	PTHR22876	1	1	2	1	3	1
(null)	PTHR22879	2	2	2	2	7	2
(null)	PTHR22880	4	4	4	4	4	3
(null)	PTHR22881	2	3	2	2	2	2
(null)	PTHR22882	1	1	1	1	1	1
(null)	PTHR22883	18	19	18	18	19	16
(null)	PTHR22884	3	3	3	3	3	3
(null)	PTHR22888	1	1	0	1	1	1
(null)	PTHR22889	1	1	1	1	1	1
(null)	PTHR22890	1	1	1	1	1	1
(null)	PTHR22891	8	8	8	8	8	8
(null)	PTHR22894	1	1	1	1	1	1
(null)	PTHR22895	1	1	1	1	1	1
(null)	PTHR22896	2	2	2	2	2	2
(null)	PTHR22897	2	1	2	2	2	2
(null)	PTHR22901	1	1	1	1	1	1
(null)	PTHR22902	3	3	3	3	3	3
(null)	PTHR22903	2	2	2	2	2	3
(null)	PTHR22904	1	1	1	1	1	1
(null)	PTHR22906	1	1	1	1	1	1
(null)	PTHR22909	1	1	1	1	1	1
(null)	PTHR22910	1	1	1	1	1	1
(null)	PTHR22911	3	3	3	3	6	3
(null)	PTHR22912	1	1	1	1	1	1
(null)	PTHR22913	5	4	4	4	3	4
(null)	PTHR22916	1	1	1	1	2	1
(null)	PTHR22917	2	2	2	2	2	2
(null)	PTHR22918	5	6	3	6	2	3
(null)	PTHR22922	2	2	2	2	2	2
(null)	PTHR22923	14	14	14	14	14	14
(null)	PTHR22928	1	1	1	1	1	1
(null)	PTHR22929	1	1	1	1	1	1
(null)	PTHR22930	1	1	1	1	1	1
(null)	PTHR22932	2	2	2	1	2	2
(null)	PTHR22937	1	1	1	1	1	1
(null)	PTHR22938	1	1	1	1	1	1
(null)	PTHR22939	4	5	4	4	4	4
(null)	PTHR22940	1	1	1	1	1	0
(null)	PTHR22942	2	2	2	2	2	2
(null)	PTHR22948	9	13	9	9	9	9
(null)	PTHR22950	15	15	15	15	15	15
(null)	PTHR22951	2	2	2	2	2	2
(null)	PTHR22957	34	35	34	33	50	35
(null)	PTHR22958	1	1	1	1	1	1
(null)	PTHR22959	1	1	1	1	1	1
(null)	PTHR22960	1	1	1	1	1	1
(null)	PTHR22961	4	4	4	4	4	4
(null)	PTHR22966	1	1	1	1	1	1
(null)	PTHR22967	2	2	2	2	2	2
(null)	PTHR22968	3	3	3	3	3	3
(null)	PTHR22969	4	4	4	4	4	4
(null)	PTHR22970	1	1	1	1	1	1
(null)	PTHR22972	4	4	4	4	4	4
(null)	PTHR22973	2	2	2	2	2	2
(null)	PTHR22974	3	3	3	3	3	3
(null)	PTHR22975	2	2	2	2	2	2
(null)	PTHR22977	3	2	3	3	2	2
(null)	PTHR22978	4	4	4	4	4	4
(null)	PTHR22979	2	2	2	2	2	2
(null)	PTHR22980	2	2	2	2	3	2
(null)	PTHR22981	1	1	1	1	1	1
(null)	PTHR22983	1	1	1	1	1	1
(null)	PTHR22984	3	3	4	3	3	3
(null)	PTHR22988	6	6	6	6	6	6
(null)	PTHR22990	2	2	2	2	2	2
(null)	PTHR22993	3	2	3	3	3	3
(null)	PTHR22996	2	2	2	3	2	2
(null)	PTHR22997	3	3	3	3	3	3
(null)	PTHR22998	1	1	1	1	1	1
(null)	PTHR22999	2	2	2	2	2	2
(null)	PTHR23001	2	2	2	2	2	3
(null)	PTHR23002	2	2	1	2	2	2
(null)	PTHR23003	2	2	2	2	2	2
(null)	PTHR23004	3	3	3	3	3	3
(null)	PTHR23005	3	3	3	3	3	3
(null)	PTHR23006	1	1	1	1	1	1
(null)	PTHR23007	3	3	3	3	3	3
(null)	PTHR23008	1	1	1	1	1	1
(null)	PTHR23009	1	1	1	1	1	0
(null)	PTHR23010	1	1	1	1	1	1
(null)	PTHR23011	2	2	2	3	2	2
(null)	PTHR23019	2	2	2	2	2	2
(null)	PTHR23023	6	7	6	6	5	6
(null)	PTHR23024	6	7	6	6	6	6
(null)	PTHR23025	1	1	1	1	1	1
(null)	PTHR23026	1	1	1	1	1	1
(null)	PTHR23030	2	2	2	2	2	2
(null)	PTHR23031	2	2	2	2	2	2
(null)	PTHR23032	1	1	1	1	1	1
(null)	PTHR23033	3	3	3	3	3	4
(null)	PTHR23034	1	1	1	1	1	1
(null)	PTHR23035	1	1	1	1	1	1
(null)	PTHR23036	25	25	25	25	25	27
(null)	PTHR23037	9	7	9	9	8	8
(null)	PTHR23039	4	4	4	4	4	4
(null)	PTHR23040	1	1	1	1	1	1
(null)	PTHR23041	1	1	1	1	1	1
(null)	PTHR23042	4	4	4	4	4	4
(null)	PTHR23043	8	8	8	8	8	8
(null)	PTHR23044	3	3	4	4	3	4
(null)	PTHR23045	0	0	0	0	5	0
(null)	PTHR23048	5	6	5	5	5	5
(null)	PTHR23049	7	7	7	7	8	7
(null)	PTHR23050	11	11	13	12	11	11
(null)	PTHR23051	1	1	1	1	1	1
(null)	PTHR23052	1	1	2	1	1	1
(null)	PTHR23053	1	1	1	1	1	1
(null)	PTHR23055	15	15	15	14	14	13
(null)	PTHR23057	1	1	1	1	1	1
(null)	PTHR23058	1	1	1	1	1	1
(null)	PTHR23059	1	1	1	1	1	1
(null)	PTHR23060	1	1	1	1	1	1
(null)	PTHR23061	1	1	1	1	1	1
(null)	PTHR23063	5	5	5	5	5	5
(null)	PTHR23064	3	3	3	3	3	3
(null)	PTHR23065	9	9	9	9	9	9
(null)	PTHR23067	3	3	3	3	3	3
(null)	PTHR23068	5	5	5	5	5	5
(null)	PTHR23069	2	2	2	1	2	2
(null)	PTHR23070	1	1	1	1	1	1
(null)	PTHR23071	1	1	1	1	1	1
(null)	PTHR23072	1	1	1	1	1	1
(null)	PTHR23073	6	6	6	6	6	6
(null)	PTHR23074	9	10	9	9	9	9
(null)	PTHR23075	1	1	1	1	3	1
(null)	PTHR23076	1	1	1	1	1	1
(null)	PTHR23077	6	6	6	6	6	6
(null)	PTHR23078	1	1	1	1	1	1
(null)	PTHR23081	1	1	1	1	1	1
(null)	PTHR23082	1	1	1	1	1	1
(null)	PTHR23083	2	2	2	2	2	2
(null)	PTHR23084	1	1	1	1	1	1
(null)	PTHR23085	4	4	4	4	4	4
(null)	PTHR23086	7	7	7	7	7	7
(null)	PTHR23087	5	5	5	5	3	3
(null)	PTHR23088	2	2	2	2	2	2
(null)	PTHR23089	2	2	2	2	2	2
(null)	PTHR23090	1	1	1	1	1	1
(null)	PTHR23091	2	2	2	2	2	2
(null)	PTHR23092	2	2	2	2	2	2
(null)	PTHR23093	3	3	3	3	3	3
(null)	PTHR23095	7	6	7	7	10	8
(null)	PTHR23097	2	2	2	2	2	2
(null)	PTHR23098	1	1	1	1	1	1
(null)	PTHR23099	1	1	1	1	1	1
(null)	PTHR23101	7	7	7	7	7	7
(null)	PTHR23102	1	2	2	2	2	2
(null)	PTHR23103	3	3	3	3	3	3
(null)	PTHR23104	2	2	2	3	2	2
(null)	PTHR23105	6	9	7	6	6	7
(null)	PTHR23106	1	1	1	1	1	1
(null)	PTHR23107	3	3	3	3	3	3
(null)	PTHR23108	1	1	1	1	1	1
(null)	PTHR23111	4	1	2	3	4	3
(null)	PTHR23112	2	2	2	2	2	2
(null)	PTHR23113	24	24	24	24	25	24
(null)	PTHR23114	1	1	1	1	1	1
(null)	PTHR23115	9	7	6	6	5	7
(null)	PTHR23116	3	3	3	3	3	3
(null)	PTHR23117	2	2	2	2	2	2
(null)	PTHR23118	1	1	1	1	1	1
(null)	PTHR23119	6	7	6	6	7	6
(null)	PTHR23120	7	7	7	7	7	7
(null)	PTHR23121	2	2	2	2	2	2
(null)	PTHR23122	8	8	8	7	8	8
(null)	PTHR23123	6	7	6	6	6	6
(null)	PTHR23127	1	1	1	1	1	1
(null)	PTHR23129	2	2	2	2	2	2
(null)	PTHR23131	1	1	1	1	1	1
(null)	PTHR23136	1	1	1	1	1	1
(null)	PTHR23137	3	3	3	4	3	3
(null)	PTHR23138	4	5	5	5	12	5
(null)	PTHR23139	2	2	2	2	2	2
(null)	PTHR23140	2	2	2	2	2	2
(null)	PTHR23142	2	2	2	2	2	1
(null)	PTHR23143	0	0	0	0	8	0
(null)	PTHR23145	1	1	1	1	1	1
(null)	PTHR23146	1	1	1	1	1	1
(null)	PTHR23147	14	15	14	14	22	14
(null)	PTHR23148	1	1	1	1	1	1
(null)	PTHR23149	1	1	1	1	1	1
(null)	PTHR23150	2	2	2	2	2	2
(null)	PTHR23151	2	2	2	2	2	2
(null)	PTHR23152	3	3	3	4	3	3
(null)	PTHR23153	1	1	1	1	1	1
(null)	PTHR23157	2	2	2	2	2	2
(null)	PTHR23158	3	2	2	2	8	2
