orthogroup_ID,geneID,spcies,UniProtKB_ID,PANTHER_ID
OG0008567,8837,Hsap,O15519,PTHR10454
OG0008567,8837,Hsap,A0A024R3Y3,NA
OG0008567,8837,Hsap,A0A024R3Y4,NA
OG0008567,8837,Hsap,A0A336TY74,NA
OG0008567,8837,Hsap,B4E361,NA
OG0008567,8837,Hsap,E9PAP3,NA
OG0008567,8837,Hsap,Q59F61,NA
OG0008568,121536,Hsap,Q6ZN18,PTHR46541
OG0008569,81607,Hsap,Q96NY8,PTHR23277
OG0008569,81607,Hsap,K4PZ75,NA
OG0008570,3744,Hsap,Q16322,PTHR11537
OG0008571,1580,Hsap,P13584,PTHR24291
OG0008571,1580,Hsap,B4DV41,NA
OG0008571,1580,Hsap,Q8IZB0,NA
OG0008572,2555,Hsap,P47869,PTHR18945
OG0008572,2555,Hsap,A0A024R9X6,NA
OG0008572,2555,Hsap,E9PBQ7,NA
OG0008573,340120,Hsap,A5PLL1,PTHR24156
OG0008574,55657,Hsap,Q9BU19,PTHR24390
OG0008575,115196,Hsap,Q86TJ5,PTHR24381
OG0008575,115196,Hsap,B3KNM4,NA
OG0008576,123016,Hsap,Q8TAM2,PTHR44177
OG0008576,123016,Hsap,A0A0C4DGH8,NA
OG0008576,123016,Hsap,A0A0C4DGX9,NA
OG0008576,123016,Hsap,A0A0C4DGY3,NA
OG0008576,123016,Hsap,B3KSL8,NA
OG0008576,123016,Hsap,Q86U25,NA
OG0008577,55571,Hsap,Q9UKZ1,PTHR15975
OG0008578,91614,Hsap,Q96QD5,PTHR16206
OG0008579,372,Hsap,P48444,PTHR10121
OG0008579,372,Hsap,B0YIW5,NA
OG0008580,93107,Hsap,Q8TDN1,PTHR11537
OG0008580,93107,Hsap,Q32MC1,NA
OG0008580,93107,Hsap,Q547S7,NA
OG0008581,84878,Hsap,Q96K62,PTHR24399
OG0008581,84878,Hsap,A0A024R4T8,NA
OG0008582,389257,Hsap,A6NHZ5,PTHR14224
OG0008583,22841,Hsap,Q7L804,PTHR15746
OG0008584,55971,Hsap,Q9UHR4,PTHR14206
OG0008585,1201,Hsap,Q13286,PTHR10981
OG0008585,1201,Hsap,A0A024QZB8,NA
OG0008585,1201,Hsap,B4DFF3,NA
OG0008585,1201,Hsap,B4DMY6,NA
OG0008585,1201,Hsap,Q2TA70,NA
OG0008586,2119,Hsap,P41161,PTHR11849
OG0008587,5034,Hsap,P07237,PTHR18929
OG0008587,5034,Hsap,A0A024R8S5,NA
OG0008588,57821,Hsap,Q5TID7,PTHR14320
OG0008588,57821,Hsap,B2R917,NA
OG0008589,2271,Hsap,P07954,PTHR11444
OG0008589,2271,Hsap,A0A0S2Z4C3,NA
OG0008590,219855,Hsap,Q8TED4,PTHR43184
OG0008591,1758,Hsap,Q13316,PTHR23400
OG0008592,10616,Hsap,Q9BYM8,PTHR22770
OG0008592,10616,Hsap,A6PVJ6,NA
OG0008592,10616,Hsap,A6PVK0,NA
OG0008593,7275,Hsap,P50607,PTHR16517
OG0008594,83987,Hsap,Q9H0W5,PTHR47741
OG0008594,83987,Hsap,G8IFA7,NA
OG0008595,7288,Hsap,O00295,PTHR16517
OG0008596,6693,Hsap,P16150,PTHR35265
OG0008596,6693,Hsap,A0A024R629,NA
OG0008597,11151,Hsap,P31146,PTHR10856
OG0008597,11151,Hsap,A0A024R611,NA
OG0008598,6722,Hsap,P11831,PTHR48019
OG0008598,6722,Hsap,A0A024RD16,NA
OG0008598,6722,Hsap,B4DU24,NA
OG0008599,23549,Hsap,Q9ULA0,PTHR28570
OG0008599,23549,Hsap,A0A024R443,NA
OG0008599,23549,Hsap,B7Z7F0,NA
OG0008599,23549,Hsap,E5RIA4,NA
OG0008599,23549,Hsap,E7ETB3,NA
OG0008600,3932,Hsap,P06239,PTHR24418
OG0008600,3932,Hsap,A0A0S2Z3Y4,NA
OG0008600,3932,Hsap,A0A0S2Z3Y8,NA
OG0008600,3932,Hsap,Q573B4,NA
OG0008601,22806,Hsap,Q9UKT9,PTHR24404
OG0008602,6517,Hsap,P14672,PTHR23503
OG0008603,2313,Hsap,Q01543,PTHR11849
OG0008603,2313,Hsap,A0A024R3K4,NA
OG0008603,2313,Hsap,A0A024R3M5,NA
OG0008603,2313,Hsap,A0A024R3N6,NA
OG0008604,5498,Hsap,P50336,PTHR42923
OG0008605,148281,Hsap,Q5T7P8,PTHR10024
OG0008605,148281,Hsap,I6L9C3,NA
OG0008606,4774,Hsap,Q12857,PTHR11492
OG0008607,1738,Hsap,P09622,PTHR22912
OG0008607,1738,Hsap,A0A024R713,NA
OG0008607,1738,Hsap,E9PEX6,NA
OG0008608,2057,Hsap,P19235,PTHR23037
OG0008609,90025,Hsap,Q7Z6J8,PTHR31531
OG0008609,90025,Hsap,Q4G0J6,NA
OG0008609,90025,Hsap,Q4G0X5,NA
OG0008610,55668,Hsap,Q9NWQ4,PTHR14195
OG0008610,55668,Hsap,A0A024R6E4,NA
OG0008610,55668,Hsap,A0A024R6J0,NA
OG0008611,200558,Hsap,Q8IW19,PTHR21315
OG0008612,9576,Hsap,O75602,PTHR23314
OG0008612,9576,Hsap,A0A0A0MRT8,NA
OG0008612,9576,Hsap,A0A140VJU9,NA
OG0008613,55346,Hsap,Q9NUJ3,PTHR12832
OG0008613,55346,Hsap,B3KQZ4,NA
OG0008614,644943,Hsap,A6NK89,PTHR15286
OG0008615,10413,Hsap,P46937,PTHR17616
OG0008615,10413,Hsap,A0A024R3E4,NA
OG0008615,10413,Hsap,K0KVU2,NA
OG0008615,10413,Hsap,Q86T74,NA
OG0008616,64066,Hsap,Q9H306,PTHR10201
OG0008617,10587,Hsap,Q9NNW7,PTHR48105
OG0008617,10587,Hsap,E7EWK1,NA
OG0008618,949,Hsap,Q8WTV0,PTHR11923
OG0008618,949,Hsap,A0A024RBS4,NA
OG0008619,1791,Hsap,P04053,PTHR11276
OG0008620,1571,Hsap,P05181,PTHR24300
OG0008621,148808,Hsap,Q8N468,PTHR23121
OG0008621,148808,Hsap,Q96KX6,NA
OG0008622,80185,Hsap,Q6NXR4,PTHR32226
OG0008622,80185,Hsap,E5RIH5,NA
OG0008623,23190,Hsap,Q92575,PTHR46424
OG0008624,2232,Hsap,P22570,PTHR11938
OG0008624,2232,Hsap,A0A0A0MSZ4,NA
OG0008624,2232,Hsap,A0A0A0MT64,NA
OG0008624,2232,Hsap,A0A0A0MTN9,NA
OG0008624,2232,Hsap,A0A0A0MTR6,NA
OG0008624,2232,Hsap,A0A0C4DFN8,NA
OG0008624,2232,Hsap,A0A0C4DGN7,NA
OG0008625,254240,Hsap,Q8NFQ6,PTHR10504
OG0008626,1594,Hsap,O15528,PTHR24291
OG0008627,10818,Hsap,Q8WU20,PTHR21258
OG0008627,10818,Hsap,L7RTG7,NA
OG0008628,2193,Hsap,Q9Y285,PTHR11538
OG0008628,2193,Hsap,Q6IBR2,NA
OG0008629,10006,Hsap,Q8IZP0,PTHR10460
OG0008629,10006,Hsap,A0A0A0MRT6,NA
OG0008629,10006,Hsap,B6VEX3,NA
OG0008629,10006,Hsap,B6VEX4,NA
OG0008629,10006,Hsap,B6VEX5,NA
OG0008630,80153,Hsap,Q96F86,PTHR13612
OG0008631,9247,Hsap,O75603,PTHR12414
OG0008632,101928592,Hsap,NA,NA
OG0008632,124961,Hsap,Q96NJ6,PTHR24381
OG0008633,6461,Hsap,Q15464,PTHR15127
OG0008634,11046,Hsap,Q76EJ3,PTHR11132
OG0008634,11046,Hsap,A0A024R9N5,NA
OG0008635,63929,Hsap,Q9NQH7,PTHR43226
OG0008635,63929,Hsap,A0A087X0Z2,NA
OG0008636,29929,Hsap,Q9Y672,PTHR12413
OG0008637,3053,Hsap,P05546,PTHR11461
OG0008637,3053,Hsap,Q8IVC0,NA
OG0008638,118663,Hsap,Q32M84,PTHR46843
OG0008639,155185,Hsap,Q400G9,PTHR32205
OG0008639,155185,Hsap,A4D202,NA
OG0008640,2158,Hsap,P00740,PTHR24278
OG0008641,8973,Hsap,Q15825,PTHR18945
OG0008642,10665,Hsap,Q5SRN2,PTHR14368
OG0008642,10665,Hsap,A0A1U9X7D1,NA
OG0008642,10665,Hsap,B4DXY0,NA
OG0008642,10665,Hsap,E9PLW3,NA
OG0008642,10665,Hsap,Q13647,NA
OG0008643,151126,Hsap,Q569K4,PTHR23067
OG0008644,57542,Hsap,Q9P2K6,PTHR45972
OG0008644,57542,Hsap,B2RNT7,NA
OG0008644,57542,Hsap,F5H523,NA
OG0008645,54407,Hsap,Q96QD8,PTHR22950
OG0008645,54407,Hsap,A0A024R0W3,NA
OG0008645,54407,Hsap,Q8NHT5,NA
OG0008646,7779,Hsap,Q9Y6M5,PTHR45820
OG0008647,54680,Hsap,Q9NWK9,PTHR13483
OG0008648,10827,Hsap,Q9NRY5,PTHR12842
OG0008648,10827,Hsap,A0A140VKG4,NA
OG0008648,10827,Hsap,B3KTE4,NA
OG0008648,10827,Hsap,B4DQT0,NA
OG0008648,10827,Hsap,E7ESJ7,NA
OG0008648,10827,Hsap,I6L9D5,NA
OG0008649,81786,Hsap,Q9C029,PTHR24103
OG0008650,4782,Hsap,P08651,PTHR11492
OG0008650,4782,Hsap,B7Z4T6,NA
OG0008651,400224,Hsap,A6NEE1,PTHR14383
OG0008652,10732,Hsap,Q9UL49,PTHR15402
OG0008652,10732,Hsap,Q86TP4,NA
OG0008653,9420,Hsap,O75881,PTHR24304
OG0008653,9420,Hsap,Q05C57,NA
OG0008654,1136,Hsap,P32297,PTHR18945
OG0008655,146439,Hsap,A1A5D9,PTHR32123
OG0008656,8786,Hsap,O94810,PTHR45746
OG0008656,8786,Hsap,B7Z285,NA
OG0008656,8786,Hsap,Q4TT70,NA
OG0008657,1386,Hsap,P15336,PTHR19304
OG0008657,1386,Hsap,A4D7V5,NA
OG0008658,6448,Hsap,P51688,PTHR43108
OG0008659,80279,Hsap,Q96JB5,PTHR14894
OG0008660,1140,Hsap,P11230,PTHR18945
OG0008661,51493,Hsap,Q9Y3I0,PTHR11118
OG0008662,91,Hsap,P36896,PTHR23255
OG0008663,333926,Hsap,Q5JR12,PTHR13832
OG0008664,79919,Hsap,Q08AI8,PTHR10656
OG0008664,79919,Hsap,A0A024R4C0,NA
OG0008664,79919,Hsap,B3KU29,NA
OG0008665,8976,Hsap,O00401,PTHR23202
OG0008666,51127,Hsap,Q9Y577,PTHR24103
OG0008666,51127,Hsap,A0A024R3R3,NA
OG0008666,51127,Hsap,B3KP04,NA
OG0008667,84918,Hsap,Q86VZ4,PTHR46876
OG0008667,84918,Hsap,B4DS68,NA
OG0008667,84918,Hsap,Q5VYB9,NA
OG0008668,6640,Hsap,Q13424,PTHR10554
OG0008669,128859,Hsap,Q8NFQ5,PTHR46019
OG0008670,56731,Hsap,Q9NR83,PTHR13006
OG0008671,84680,Hsap,Q96QU6,PTHR43795
OG0008671,84680,Hsap,A0A0S2Z622,NA
OG0008672,51802,Hsap,Q9NY37,PTHR11690
OG0008673,124359,Hsap,Q8N8U2,PTHR43684
OG0008674,79068,Hsap,Q9C0B1,PTHR31291
OG0008674,79068,Hsap,A0A1B0GTC5,NA
OG0008674,79068,Hsap,B3KU60,NA
OG0008674,79068,Hsap,Q99770,NA
OG0008675,147700,Hsap,Q6P597,PTHR45783
OG0008675,147700,Hsap,A0A024R0V3,NA
OG0008676,2923,Hsap,P30101,PTHR18929
OG0008676,2923,Hsap,V9HVY3,NA
OG0008677,51760,Hsap,Q9BSW7,PTHR10024
OG0008677,51760,Hsap,H3BN78,NA
OG0008677,51760,Hsap,H3BRH9,NA
OG0008678,1736,Hsap,O60832,PTHR23127
OG0008679,9025,Hsap,O76064,PTHR15067
OG0008680,5711,Hsap,Q16401,PTHR13554
OG0008681,10454,Hsap,Q15750,PTHR13832
OG0008681,10454,Hsap,A8K6K3,NA
OG0008682,6472,Hsap,P34897,PTHR11680
OG0008682,6472,Hsap,A0A024RB99,NA
OG0008682,6472,Hsap,B4DJQ3,NA
OG0008682,6472,Hsap,B4DLV4,NA
OG0008682,6472,Hsap,Q5BJF5,NA
OG0008682,6472,Hsap,Q5HYG8,NA
OG0008682,6472,Hsap,V9HW06,NA
OG0008683,27339,Hsap,Q9UMS4,PTHR43995
OG0008684,84286,Hsap,Q9BSA9,PTHR31462
OG0008684,84286,Hsap,F6UWG6,NA
OG0008685,51091,Hsap,Q9HD40,PTHR12944
OG0008685,51091,Hsap,A1A4F3,NA
OG0008686,11035,Hsap,Q9Y572,PTHR23257
OG0008687,79635,Hsap,Q6ZUS5,PTHR14845
OG0008688,91373,Hsap,Q3KQV9,PTHR11952
OG0008689,5611,Hsap,Q13217,PTHR44140
OG0008689,5611,Hsap,A8KA82,NA
OG0008690,51606,Hsap,Q9UI12,PTHR10698
OG0008690,51606,Hsap,A0A024R7U9,NA
OG0008690,51606,Hsap,A0A024R7X3,NA
OG0008690,51606,Hsap,B3KUZ7,NA
OG0008691,51305,Hsap,Q9NPC2,PTHR11003
OG0008691,51305,Hsap,A0A024R9H3,NA
OG0008692,80167,Hsap,B7WP89,NA
OG0008693,3299,Hsap,Q9ULV5,PTHR10015
OG0008693,3299,Hsap,A0A024R6X7,NA
OG0008694,122618,Hsap,Q96BZ4,PTHR10185
OG0008694,122618,Hsap,A0A3B3IT68,NA
OG0008694,122618,Hsap,B4DI07,NA
OG0008694,122618,Hsap,B4DJQ6,NA
OG0008694,122618,Hsap,F5H2B5,NA
OG0008695,6729,Hsap,P61011,PTHR11564
OG0008696,4205,Hsap,Q02078,PTHR11945
OG0008696,4205,Hsap,A0A0S2Z417,NA
OG0008696,4205,Hsap,A0A0S2Z453,NA
OG0008696,4205,Hsap,A0A0S2Z454,NA
OG0008696,4205,Hsap,A0A0S2Z4C8,NA
OG0008696,4205,Hsap,A0A0S2Z4N0,NA
OG0008696,4205,Hsap,A8K720,NA
OG0008697,57467,Hsap,Q9HCP6,PTHR13285
OG0008697,57467,Hsap,A0A024R2R3,NA
OG0008697,57467,Hsap,Q5QTR4,NA
OG0008698,10991,Hsap,Q99624,PTHR22950
OG0008699,7454,Hsap,P42768,PTHR23202
OG0008699,7454,Hsap,A0A024QYX8,NA
OG0008700,10241,Hsap,Q13137,PTHR31915
OG0008701,5345,Hsap,P08697,PTHR11461
OG0008702,284098,Hsap,Q7Z7B1,PTHR20661
OG0008703,7046,Hsap,P36897,PTHR23255
OG0008703,7046,Hsap,B4DXN7,NA
OG0008703,7046,Hsap,B4DY26,NA
OG0008703,7046,Hsap,Q5T7S2,NA
OG0008704,311,Hsap,P50995,PTHR10502
OG0008704,311,Hsap,Q5T0G8,NA
OG0008705,84614,Hsap,Q5TC79,PTHR24399
OG0008705,84614,Hsap,B7Z7Z4,NA
OG0008706,120103,Hsap,Q6YBV0,PTHR22950
OG0008707,53834,Hsap,Q8N441,PTHR19890
OG0008707,53834,Hsap,A0PJ49,NA
OG0008708,10146,Hsap,Q13283,PTHR10693
OG0008708,10146,Hsap,Q5U0Q1,NA
OG0008708,10146,Hsap,Q6ZP53,NA
OG0008709,85313,Hsap,Q8WUA2,PTHR45843
OG0008710,84694,Hsap,Q969M2,PTHR11984
OG0008710,84694,Hsap,A0A654ICQ6,NA
OG0008711,23657,Hsap,Q9UPY5,PTHR11785
OG0008712,1,Hsap,P04217,PTHR11738
OG0008712,1,Hsap,V9HWD8,NA
OG0008713,145864,Hsap,Q96S86,PTHR22804
OG0008713,145864,Hsap,A0A024RC58,NA
OG0008713,145864,Hsap,A8K7T8,NA
OG0008713,145864,Hsap,H3BTH8,NA
OG0008714,25917,Hsap,Q9BV44,PTHR14911
OG0008714,25917,Hsap,A0A024R2D3,NA
OG0008715,51068,Hsap,Q96D46,PTHR12746
OG0008715,51068,Hsap,C9JA08,NA
OG0008716,148,Hsap,P35348,PTHR24248
OG0008716,148,Hsap,B0ZBD3,NA
OG0008717,51271,Hsap,Q9NZ09,PTHR15960
OG0008717,51271,Hsap,A0A6G6AA68,NA
OG0008718,400935,Hsap,Q6ZVW7,PTHR15583
OG0008719,9068,Hsap,O95841,PTHR19143
OG0008720,1595,Hsap,Q16850,PTHR24286
OG0008720,1595,Hsap,A0A0C4DFL7,NA
OG0008721,261729,Hsap,Q8NFT2,PTHR14239
OG0008721,261729,Hsap,B3KS24,NA
OG0008721,261729,Hsap,Q6YPB2,NA
OG0008722,79070,Hsap,Q6UW63,PTHR12203
OG0008723,22884,Hsap,Q9Y2I8,PTHR19855
OG0008724,27012,Hsap,Q6PIU1,PTHR11537
OG0008725,137872,Hsap,Q8IWW8,PTHR11496
OG0008726,107985555,Hsap,NA,NA
OG0008726,388849,Hsap,NA,NA
OG0008727,66035,Hsap,Q9BYW1,PTHR23503
OG0008727,66035,Hsap,A0A087X018,NA
OG0008727,66035,Hsap,B7Z6F0,NA
OG0008727,66035,Hsap,Q6PJ99,NA
OG0008728,22953,Hsap,Q9UBL9,PTHR10125
OG0008728,22953,Hsap,Q32MC3,NA
OG0008729,2303,Hsap,Q99958,PTHR11829
OG0008730,7456,Hsap,O43516,PTHR23202
OG0008730,7456,Hsap,A0A140VJZ9,NA
OG0008730,7456,Hsap,Q2YDC4,NA
OG0008731,3760,Hsap,P48549,PTHR11767
OG0008731,3760,Hsap,D2X9V0,NA
OG0008731,3760,Hsap,D2XBF0,NA
OG0008732,1615,Hsap,P14868,PTHR43450
OG0008732,1615,Hsap,A0A140VJW5,NA
OG0008733,7024,Hsap,Q12800,PTHR11037
OG0008733,7024,Hsap,A0A024R120,NA
OG0008734,1141,Hsap,P17787,PTHR18945
OG0008734,1141,Hsap,Q5SXY3,NA
OG0008735,10946,Hsap,Q12874,PTHR12786
OG0008735,10946,Hsap,B4DW90,NA
OG0008736,80745,Hsap,Q9BTF0,PTHR14911
OG0008736,80745,Hsap,B4DP37,NA
OG0008736,80745,Hsap,Q969Z2,NA
OG0008737,10810,Hsap,Q9UPY6,PTHR12902
OG0008737,10810,Hsap,Q5T8P4,NA
OG0008738,5360,Hsap,P55058,PTHR10504
OG0008739,8050,Hsap,O00330,PTHR23151
OG0008740,120227,Hsap,Q6VVX0,PTHR24300
OG0008741,23621,Hsap,P56817,PTHR47965
OG0008741,23621,Hsap,A0A024R3D5,NA
OG0008741,23621,Hsap,A0A024R3D7,NA
OG0008741,23621,Hsap,A0A024R3E8,NA
OG0008741,23621,Hsap,A0A024R3F9,NA
OG0008741,23621,Hsap,B7Z3K2,NA
OG0008741,23621,Hsap,B7Z3Z4,NA
OG0008741,23621,Hsap,Q5W9H2,NA
OG0008742,348180,Hsap,Q2VPK5,PTHR20882
OG0008742,348180,Hsap,H3BSW6,NA
OG0008743,283777,Hsap,Q8N8A8,PTHR22442
OG0008744,204219,Hsap,Q8IU89,PTHR12560
OG0008745,56852,Hsap,Q9NS91,PTHR14134
OG0008746,57125,Hsap,Q8IUK5,PTHR13055
OG0008747,11137,Hsap,Q13610,PTHR14091
OG0008747,11137,Hsap,A0A024RBH5,NA
OG0008747,11137,Hsap,B4DJV5,NA
OG0008748,1196,Hsap,P49760,PTHR45646
OG0008748,1196,Hsap,A8K7I0,NA
OG0008748,1196,Hsap,B7Z8N6,NA
OG0008749,4582,Hsap,P15941,PTHR10006
OG0008749,4582,Hsap,A0A087X0L2,NA
OG0008749,4582,Hsap,A0A087X2A4,NA
OG0008749,4582,Hsap,A0A0A0MRB3,NA
OG0008749,4582,Hsap,A0A0C4DGW3,NA
OG0008749,4582,Hsap,A0A384NPK6,NA
OG0008749,4582,Hsap,A5YRU5,NA
OG0008749,4582,Hsap,A5YRU7,NA
OG0008749,4582,Hsap,A5YRV0,NA
OG0008749,4582,Hsap,A5YRV2,NA
OG0008749,4582,Hsap,A6ZID6,NA
OG0008749,4582,Hsap,A6ZID7,NA
OG0008749,4582,Hsap,A6ZIE4,NA
OG0008749,4582,Hsap,A6ZIE6,NA
OG0008749,4582,Hsap,B6ECB3,NA
OG0008749,4582,Hsap,Q7Z538,NA
OG0008749,4582,Hsap,Q7Z551,NA
OG0008750,9122,Hsap,O15374,PTHR11360
OG0008751,10487,Hsap,Q01518,PTHR10652
OG0008751,10487,Hsap,D3DPU2,NA
OG0008752,126402,Hsap,Q8IYK2,PTHR35081
OG0008753,3459,Hsap,P15260,PTHR20859
OG0008753,3459,Hsap,A0A0S2Z3Y2,NA
OG0008753,3459,Hsap,A0A2R8Y4U4,NA
OG0008754,140691,Hsap,Q86WT6,PTHR24103
OG0008754,140691,Hsap,H0YL66,NA
OG0008755,3990,Hsap,P11150,PTHR11610
OG0008755,3990,Hsap,A6H8L5,NA
OG0008756,10562,Hsap,Q6UX06,PTHR23192
OG0008756,10562,Hsap,A0A024QZ95,NA
OG0008757,5740,Hsap,Q16647,PTHR24306
OG0008758,83690,Hsap,Q9H336,PTHR10334
OG0008758,83690,Hsap,B7Z8V9,NA
OG0008759,1581,Hsap,P22680,PTHR24304
OG0008760,23052,Hsap,O94919,PTHR21472
OG0008761,84260,Hsap,Q9BT92,PTHR31183
OG0008761,84260,Hsap,A0A024RBM9,NA
OG0008762,115509,Hsap,Q96CS4,PTHR24377
OG0008763,18,Hsap,P80404,PTHR43206
OG0008763,18,Hsap,X5D8S1,NA
OG0008764,654,Hsap,P22004,PTHR11848
OG0008764,654,Hsap,B4DUF7,NA
OG0008764,654,Hsap,Q4VBA3,NA
OG0008765,390212,Hsap,Q8TDT2,PTHR11334
OG0008765,390212,Hsap,A0A0I9RJ67,NA
OG0008766,3737,Hsap,P16389,PTHR11537
OG0008767,991,Hsap,Q12834,PTHR19918
OG0008768,8910,Hsap,O43556,PTHR10132
OG0008768,8910,Hsap,A0A0S2Z4P5,NA
OG0008768,8910,Hsap,A0A2R8Y5J3,NA
OG0008768,8910,Hsap,A0A2R8YGQ3,NA
OG0008768,8910,Hsap,A0A2R8YH84,NA
OG0008768,8910,Hsap,B4DP78,NA
OG0008768,8910,Hsap,C9JR67,NA
OG0008768,8910,Hsap,E9PEH6,NA
OG0008769,3663,Hsap,Q13568,PTHR11949
OG0008769,3663,Hsap,A0A0G2USB5,NA
OG0008769,3663,Hsap,B7Z1M2,NA
OG0008769,3663,Hsap,C9JAU6,NA
OG0008770,135935,Hsap,O60393,PTHR47060
OG0008771,9499,Hsap,Q9UBF9,PTHR45080
OG0008771,9499,Hsap,A0A0C4DFM5,NA
OG0008771,9499,Hsap,B4DT68,NA
OG0008772,80301,Hsap,Q8TD55,PTHR15871
OG0008773,5455,Hsap,P20264,PTHR11636
OG0008774,388931,Hsap,A6NFX1,PTHR11328
OG0008775,116412,Hsap,Q96EG3,PTHR24377
OG0008775,7633,Hsap,Q15937,PTHR24381
OG0008775,7633,Hsap,A0A087X2B0,NA
OG0008775,7633,Hsap,B4DY65,NA
OG0008775,7633,Hsap,B7ZAB8,NA
OG0008775,7633,Hsap,F5H032,NA
OG0008776,440138,Hsap,Q2TAA5,PTHR45919
OG0008777,8200,Hsap,P43026,PTHR11848
OG0008777,8200,Hsap,F1T0J1,NA
OG0008778,5324,Hsap,Q6DJT9,PTHR24388
OG0008778,5324,Hsap,A0A024R7Z0,NA
OG0008779,10714,Hsap,Q15054,PTHR17598
OG0008779,10714,Hsap,A0A024R5M8,NA
OG0008780,9702,Hsap,Q86XR8,PTHR19336
OG0008781,23417,Hsap,O95822,PTHR28641
OG0008782,10265,Hsap,P78411,PTHR11211
OG0008783,26121,Hsap,Q8WWY3,PTHR13904
OG0008784,1582,Hsap,Q9UNU6,PTHR24306
OG0008785,9118,Hsap,Q16352,PTHR45652
OG0008786,100131211,Hsap,A6NFY4,PTHR13598
OG0008787,8877,Hsap,Q9NYA1,PTHR12358
OG0008787,8877,Hsap,Q53ZR5,NA
OG0008788,7756,Hsap,O43670,PTHR23215
OG0008789,4327,Hsap,Q99542,PTHR10201
OG0008790,85478,Hsap,Q8IXS2,PTHR21625
OG0008790,85478,Hsap,B4DXQ7,NA
OG0008791,921,Hsap,P06127,PTHR47309
OG0008792,2872,Hsap,Q9HBH9,PTHR24349
OG0008792,2872,Hsap,B3KS07,NA
OG0008793,55274,Hsap,Q8WUB8,PTHR10615
OG0008794,2202,Hsap,Q12805,PTHR24039
OG0008794,2202,Hsap,A0A0S2Z3V1,NA
OG0008794,2202,Hsap,A0A0S2Z4F1,NA
OG0008794,2202,Hsap,B2R6M6,NA
OG0008795,51378,Hsap,Q9Y264,PTHR19143
OG0008796,10404,Hsap,Q9Y646,PTHR12053
OG0008796,10404,Hsap,A0A024R9B8,NA
OG0008797,4204,Hsap,P51608,PTHR15074
OG0008797,4204,Hsap,A0A140VKC4,NA
OG0008797,4204,Hsap,D3YJ43,NA
OG0008797,4204,Hsap,Q59FJ6,NA
OG0008798,10107,Hsap,Q9UDY6,PTHR24103
OG0008798,10107,Hsap,A0A1U9X8M5,NA
OG0008799,8645,Hsap,O95279,PTHR11003
OG0008799,8645,Hsap,A0A024RD32,NA
OG0008799,8645,Hsap,A0A0B6VPR3,NA
OG0008800,4146,Hsap,P21941,PTHR24020
OG0008801,91544,Hsap,Q5T124,PTHR23333
OG0008802,201243,Hsap,Q0P670,PTHR34834
OG0008803,121278,Hsap,Q8IWU9,PTHR11473
OG0008804,5547,Hsap,P42785,PTHR11010
OG0008804,5547,Hsap,A0A024R5L0,NA
OG0008804,5547,Hsap,B7Z7Q6,NA
OG0008805,54834,Hsap,Q9NXN4,PTHR11106
OG0008806,64850,Hsap,Q8TBG4,PTHR45688
OG0008806,64850,Hsap,B7Z224,NA
OG0008806,64850,Hsap,E7ENR6,NA
OG0008807,93436,Hsap,Q6NXE6,PTHR22895
OG0008808,83440,Hsap,Q9BRR6,PTHR21208
OG0008809,51605,Hsap,Q9UJA5,PTHR12945
OG0008810,284,Hsap,Q15389,PTHR19143
OG0008810,284,Hsap,B4DTQ9,NA
OG0008811,29785,Hsap,Q96SQ9,PTHR24300
OG0008812,2696,Hsap,P48546,PTHR45620
OG0008813,54854,Hsap,Q2M2I3,PTHR16181
OG0008814,55540,Hsap,Q9NRM6,PTHR15583
OG0008815,1592,Hsap,O43174,PTHR24286
OG0008816,9088,Hsap,Q99640,PTHR11042
OG0008816,9088,Hsap,Q0IJ49,NA
OG0008817,331,Hsap,P98170,PTHR10044
OG0008817,331,Hsap,B2R9R2,NA
OG0008818,285,Hsap,O15123,PTHR19143
OG0008819,5526,Hsap,Q15173,PTHR10257
OG0008819,5526,Hsap,A0A024R593,NA
OG0008820,1687,Hsap,O60443,PTHR15207
OG0008820,1687,Hsap,A0A024RA58,NA
OG0008820,1687,Hsap,A4FVA8,NA
OG0008821,90007,Hsap,Q504T8,PTHR23010
OG0008822,9260,Hsap,Q9NR12,PTHR24214
OG0008823,79187,Hsap,Q9BTV5,PTHR24099
OG0008823,79187,Hsap,M0R366,NA
OG0008824,57570,Hsap,Q32P41,PTHR23245
OG0008825,64582,Hsap,Q8IZ08,PTHR22752
OG0008826,29106,Hsap,Q8WXD2,PTHR17388
OG0008827,9358,Hsap,O95965,PTHR10082
OG0008827,9358,Hsap,A0A024RDW7,NA
OG0008827,9358,Hsap,A0A087WY35,NA
OG0008827,9358,Hsap,B4DN32,NA
OG0008828,5326,Hsap,Q9UPG8,PTHR24408
OG0008829,83716,Hsap,Q9H0B8,PTHR10334
OG0008829,83716,Hsap,A0A140VK80,NA
OG0008830,285343,Hsap,Q8N3R3,PTHR31596
OG0008830,285343,Hsap,A0A024R2R9,NA
OG0008831,7041,Hsap,O43294,PTHR24216
OG0008831,7041,Hsap,A0A024QZE7,NA
OG0008832,10817,Hsap,O43559,PTHR21258
OG0008832,10817,Hsap,A0A140VJJ7,NA
OG0008833,8942,Hsap,Q16719,PTHR14084
OG0008834,54868,Hsap,Q8NE00,PTHR16189
OG0008834,54868,Hsap,A0A024R8L3,NA
